                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    397,                 1.7387,                 1.3732,                 1.4211,                 0.7656,                0.70637,                 0.7991,                0.46938,                 1.5181,                 1.1815,                  1.413,             0.00083773,             0.00083773,             0.00083773
                    398,                 1.7714,                  1.501,                 1.4697,                0.81645,                 0.6771,                0.80135,                0.45586,                 1.5165,                 1.1651,                 1.4225,             0.00083755,             0.00083755,             0.00083755
                    399,                 1.7064,                 1.4182,                 1.4661,                0.63916,                0.56126,                0.64051,                0.32349,                 1.7603,                 1.4296,                 1.5701,             0.00083737,             0.00083737,             0.00083737
                    400,                 1.7498,                 1.3527,                 1.4247,                0.77757,                0.24133,                0.27181,                0.12297,                 2.2641,                 2.1652,                 1.9556,             0.00083719,             0.00083719,             0.00083719
                    401,                 1.7254,                  1.417,                 1.4655,                0.81917,                0.21864,                0.30384,                0.13333,                  2.181,                 2.1843,                 1.9145,             0.00083701,             0.00083701,             0.00083701
                    402,                 1.7325,                 1.4147,                 1.4547,                0.60772,                0.38173,                0.45474,                  0.227,                 1.9724,                 2.0406,                 1.7346,             0.00083683,             0.00083683,             0.00083683
                    403,                 1.6836,                  1.324,                 1.4228,                0.47869,                 0.4597,                0.50365,                0.25886,                  1.903,                  1.864,                 1.6725,             0.00083665,             0.00083665,             0.00083665
                    404,                 1.7135,                  1.453,                 1.4276,                0.75338,                0.23612,                0.34689,                  0.166,                 2.0665,                 2.0067,                  1.771,             0.00083647,             0.00083647,             0.00083647
                    405,                 1.7237,                 1.3683,                 1.4104,                0.61385,                 0.2281,                0.24088,                0.11522,                  2.243,                 2.2282,                 1.8969,             0.00083629,             0.00083629,             0.00083629
                    406,                 1.6984,                 1.3073,                 1.3766,                0.67759,                0.48062,                0.58476,                0.31613,                 1.7054,                 1.4811,                 1.5488,             0.00083611,             0.00083611,             0.00083611
                    407,                  1.669,                 1.3722,                 1.4136,                 0.6149,                0.61742,                0.70624,                0.40262,                  1.619,                 1.3889,                 1.5007,             0.00083593,             0.00083593,             0.00083593
                    408,                 1.6887,                  1.359,                 1.4051,                0.71115,                 0.4365,                 0.6388,                0.36041,                 1.7036,                 1.6082,                 1.5313,             0.00083575,             0.00083575,             0.00083575
                    409,                 1.7093,                 1.3886,                 1.3788,                0.49998,                0.31737,                0.35144,                0.17799,                 1.9356,                 2.0541,                 1.6869,             0.00083557,             0.00083557,             0.00083557
                    410,                 1.6165,                  1.315,                 1.4044,                0.65387,                0.19914,                0.23379,                0.10689,                 2.3033,                 2.4324,                 2.0067,             0.00083539,             0.00083539,             0.00083539
                    411,                 1.6574,                  1.318,                 1.4025,                0.57952,                 0.2137,                0.26496,                0.12038,                 2.2279,                 2.2365,                 1.9534,             0.00083521,             0.00083521,             0.00083521
                    412,                 1.5988,                 1.3202,                 1.3757,                0.38863,                0.52529,                0.50462,                0.25815,                  1.841,                 1.8511,                 1.6389,             0.00083503,             0.00083503,             0.00083503
                    413,                 1.6423,                  1.318,                 1.4282,                0.70961,                0.68001,                0.74038,                0.44933,                 1.5475,                 1.2286,                 1.4259,             0.00083485,             0.00083485,             0.00083485
                    414,                 1.7447,                 1.3761,                 1.4317,                0.69582,                0.70316,                0.75926,                0.44782,                 1.5619,                 1.2453,                  1.426,             0.00083467,             0.00083467,             0.00083467
                    415,                 1.7078,                 1.3484,                 1.4126,                0.61218,                 0.6749,                 0.6812,                0.37755,                 1.6957,                 1.4259,                 1.5013,             0.00083449,             0.00083449,             0.00083449
                    416,                 1.6487,                 1.2948,                 1.4168,                0.54159,                0.34291,                0.37088,                0.18351,                 1.9504,                 1.9085,                 1.6873,             0.00083431,             0.00083431,             0.00083431
                    417,                 1.7244,                 1.3704,                 1.4256,                0.63191,                 0.5965,                0.64379,                 0.3602,                  1.667,                 1.4715,                 1.5233,             0.00083413,             0.00083413,             0.00083413
                    418,                 1.7315,                 1.3675,                 1.4267,                0.78002,                0.22282,                0.33129,                0.13895,                 2.1446,                 2.2606,                 1.9641,             0.00083395,             0.00083395,             0.00083395
                    419,                 1.7191,                 1.3663,                 1.4164,                0.74388,                0.17097,                0.19749,                0.07463,                 2.4693,                 2.6727,                  2.314,             0.00083377,             0.00083377,             0.00083377
                    420,                 1.7342,                 1.3509,                 1.3919,                0.71191,                0.18852,                0.22822,                0.08039,                 2.4446,                 2.6563,                 2.2096,             0.00083359,             0.00083359,             0.00083359
                    421,                 1.7129,                 1.3419,                 1.4057,                0.47154,                0.45731,                0.49362,                 0.2416,                 1.8452,                 1.8011,                 1.6134,             0.00083341,             0.00083341,             0.00083341
                    422,                 1.6516,                 1.3017,                 1.4008,                0.77852,                0.68498,                0.76217,                0.44307,                 1.5664,                 1.2225,                 1.4567,             0.00083323,             0.00083323,             0.00083323
                    423,                 1.7284,                 1.3355,                 1.3887,                0.67174,                0.61673,                0.71527,                0.39811,                  1.672,                  1.325,                 1.5105,             0.00083305,             0.00083305,             0.00083305
                    424,                 1.6601,                 1.3854,                 1.4307,                0.69587,                0.58698,                0.69048,                0.39028,                 1.6216,                 1.3856,                 1.4843,             0.00083287,             0.00083287,             0.00083287
                    425,                 1.6661,                 1.3285,                 1.4357,                0.55976,                0.57276,                0.61627,                0.34311,                 1.6471,                  1.486,                  1.507,             0.00083269,             0.00083269,             0.00083269
                    426,                 1.6917,                 1.3307,                 1.3942,                0.59965,                0.55515,                 0.5887,                0.31523,                 1.6973,                 1.4855,                 1.5224,             0.00083251,             0.00083251,             0.00083251
                    427,                  1.742,                 1.3538,                  1.438,                0.58122,                0.47364,                 0.5653,                0.29758,                 1.7017,                 1.5085,                 1.5418,             0.00083233,             0.00083233,             0.00083233
                    428,                 1.7317,                  1.459,                 1.4635,                0.54887,                0.48176,                0.50958,                0.25547,                 1.7632,                 1.5184,                 1.5562,             0.00083215,             0.00083215,             0.00083215
                    429,                 1.7068,                 1.3569,                 1.4051,                0.62614,                0.56841,                0.60651,                0.32218,                 1.6571,                 1.3339,                 1.4898,             0.00083197,             0.00083197,             0.00083197
                    430,                 1.7239,                  1.324,                 1.4254,                0.73416,                0.74276,                0.78487,                 0.4257,                 1.6295,                 1.2114,                 1.4493,             0.00083179,             0.00083179,             0.00083179
                    431,                 1.7104,                 1.3392,                 1.4323,                0.72977,                0.69208,                 0.7597,                 0.4139,                 1.6595,                  1.238,                 1.4738,             0.00083161,             0.00083161,             0.00083161
                    432,                 1.6679,                 1.3198,                 1.3912,                0.81661,                0.74432,                0.80512,                0.48326,                 1.5446,                  1.167,                 1.4415,             0.00083143,             0.00083143,             0.00083143
                    433,                 1.7242,                 1.3998,                 1.4191,                0.84984,                0.71093,                0.80387,                0.48396,                 1.5156,                 1.1588,                 1.4385,             0.00083125,             0.00083125,             0.00083125
                    434,                 1.5944,                  1.281,                 1.3972,                0.78831,                0.69037,                0.79104,                0.46906,                 1.4981,                 1.1624,                 1.4049,             0.00083107,             0.00083107,             0.00083107
                    435,                 1.7264,                 1.3419,                 1.4143,                0.73521,                0.64418,                0.71703,                0.39164,                  1.616,                 1.2694,                 1.4715,             0.00083089,             0.00083089,             0.00083089
                    436,                 1.6899,                   1.33,                 1.3929,                0.62053,                0.24533,                0.25598,                0.11432,                 2.3118,                  2.293,                 1.9522,             0.00083071,             0.00083071,             0.00083071
                    437,                 1.6444,                 1.3542,                 1.4154,                0.59691,                 0.2697,                0.33355,                 0.1346,                 2.1792,                 2.0894,                 1.8518,             0.00083053,             0.00083053,             0.00083053
                    438,                 1.7994,                 1.4947,                  1.521,                0.66733,                 0.6291,                0.70998,                 0.3983,                 1.6256,                  1.408,                 1.4727,             0.00083035,             0.00083035,             0.00083035
                    439,                 1.6773,                 1.3723,                 1.4497,                0.67434,                0.55432,                0.61553,                0.33389,                 1.7448,                 1.6682,                 1.5512,             0.00083017,             0.00083017,             0.00083017
                    440,                 1.8288,                 1.4046,                 1.4501,                0.73413,                0.63032,                0.71177,                 0.4047,                 1.6294,                 1.4011,                 1.4715,             0.00082999,             0.00082999,             0.00082999
                    441,                 1.7172,                  1.367,                 1.4389,                0.83185,                 0.7028,                0.80832,                0.47841,                 1.4965,                 1.1597,                 1.3962,             0.00082981,             0.00082981,             0.00082981
                    442,                 1.7238,                 1.4031,                 1.4006,                0.81411,                0.54654,                 0.6673,                0.38001,                 1.6855,                 1.4189,                 1.5471,             0.00082963,             0.00082963,             0.00082963
                    443,                 1.6643,                 1.3238,                 1.3834,                0.63404,                0.50966,                0.53289,                0.26556,                 1.9024,                 1.7344,                 1.6804,             0.00082945,             0.00082945,             0.00082945
                    444,                 1.6839,                 1.4079,                 1.4039,                 0.7544,                0.61662,                 0.7112,                0.39993,                  1.641,                 1.2911,                 1.4876,             0.00082927,             0.00082927,             0.00082927
                    445,                 1.6861,                 1.3558,                 1.4279,                0.72037,                0.66135,                0.72184,                0.42174,                 1.5692,                 1.3217,                  1.454,             0.00082909,             0.00082909,             0.00082909
                    446,                 1.6164,                 1.3155,                 1.3914,                0.57304,                0.22614,                0.28223,                0.10658,                 2.4064,                 2.3519,                 2.1505,             0.00082891,             0.00082891,             0.00082891
                    447,                 1.7352,                 1.3102,                 1.3952,                0.54184,                0.23459,                  0.303,                0.12406,                 2.4251,                 2.2905,                 2.0264,             0.00082873,             0.00082873,             0.00082873
                    448,                 1.7186,                 1.2888,                  1.433,                0.53317,                0.25583,                0.25753,                0.11376,                 2.3833,                 2.3102,                 1.8871,             0.00082855,             0.00082855,             0.00082855
                    449,                 1.6158,                 1.2964,                 1.3949,                0.49749,                 0.2728,                0.27132,                0.12342,                 2.2346,                 2.1975,                 1.8479,             0.00082837,             0.00082837,             0.00082837
                    450,                 1.7293,                 1.3577,                 1.4263,                0.78367,                0.74175,                0.80619,                0.48373,                 1.4291,                 1.1763,                 1.3847,             0.00082819,             0.00082819,             0.00082819
                    451,                 1.6238,                 1.2818,                 1.3718,                0.78272,                0.73269,                0.78965,                0.48847,                 1.4198,                 1.1741,                 1.3747,             0.00082801,             0.00082801,             0.00082801
                    452,                 1.5923,                 1.2595,                 1.3732,                0.73746,                0.74574,                0.80941,                0.48897,                  1.444,                 1.1329,                 1.3765,             0.00082783,             0.00082783,             0.00082783
                    453,                 1.7145,                 1.3516,                 1.4057,                0.75197,                0.75115,                0.81416,                0.48634,                 1.4675,                 1.1067,                 1.3608,             0.00082765,             0.00082765,             0.00082765
                    454,                 1.6316,                  1.301,                 1.3727,                0.68825,                0.25446,                0.29818,                 0.1382,                 2.0927,                 2.1204,                 1.7549,             0.00082747,             0.00082747,             0.00082747
                    455,                 1.6548,                  1.344,                 1.4047,                0.72354,                0.23842,                0.26821,                0.12377,                 2.2496,                 2.2506,                 1.8764,             0.00082729,             0.00082729,             0.00082729
                    456,                 1.6327,                 1.3504,                 1.4049,                0.55843,                0.24545,                 0.2823,                0.13634,                 2.0534,                 2.0766,                 1.7436,             0.00082711,             0.00082711,             0.00082711
                    457,                 1.6619,                    1.3,                 1.3969,                0.74258,                0.66028,                0.73007,                0.42629,                 1.5681,                 1.2451,                 1.4336,             0.00082693,             0.00082693,             0.00082693
                    458,                 1.7244,                 1.3433,                 1.3991,                0.77496,                 0.7343,                0.81305,                0.49085,                  1.473,                  1.127,                 1.4028,             0.00082675,             0.00082675,             0.00082675
                    459,                 1.6402,                 1.3112,                 1.3581,                 0.6933,                0.39017,                0.53237,                0.29051,                 1.7221,                 1.5443,                 1.5713,             0.00082657,             0.00082657,             0.00082657
                    460,                 1.6051,                 1.3303,                 1.3309,                0.75123,                0.73906,                 0.7996,                0.45858,                 1.5156,                 1.1505,                 1.4238,             0.00082639,             0.00082639,             0.00082639
                    461,                 1.6535,                 1.3347,                 1.3909,                0.71401,                0.72497,                0.77667,                 0.4337,                 1.5182,                 1.1887,                 1.4255,             0.00082621,             0.00082621,             0.00082621
                    462,                 1.6459,                 1.3051,                 1.3638,                0.65223,                0.67051,                  0.726,                0.41072,                 1.5408,                 1.3077,                 1.4223,             0.00082603,             0.00082603,             0.00082603
                    463,                 1.7618,                 1.4326,                 1.4602,                0.76108,                0.63787,                0.74322,                0.44208,                 1.4908,                  1.251,                 1.3937,             0.00082585,             0.00082585,             0.00082585
                    464,                 1.5599,                 1.2601,                 1.3143,                0.63059,                0.57224,                 0.6078,                0.36037,                 1.6541,                 1.4738,                 1.4942,             0.00082567,             0.00082567,             0.00082567
                    465,                  1.699,                 1.2683,                 1.4011,                0.57557,                0.51899,                 0.5581,                0.29924,                 1.7917,                 1.6743,                 1.6009,             0.00082549,             0.00082549,             0.00082549
                    466,                 1.7405,                 1.3674,                 1.4314,                0.69295,                0.63637,                0.72544,                0.39842,                  1.665,                 1.3679,                  1.511,             0.00082531,             0.00082531,             0.00082531
                    467,                 1.6312,                  1.346,                 1.4459,                0.66776,                 0.6692,                0.71845,                 0.4094,                 1.6282,                 1.3203,                 1.4737,             0.00082513,             0.00082513,             0.00082513
                    468,                 1.7466,                 1.3497,                 1.4322,                0.67183,                0.71742,                0.73537,                0.42308,                  1.546,                 1.2569,                 1.4418,             0.00082495,             0.00082495,             0.00082495
                    469,                 1.6511,                 1.2968,                 1.4131,                0.66476,                0.78303,                0.77562,                0.46235,                 1.4671,                 1.1919,                 1.3961,             0.00082477,             0.00082477,             0.00082477
                    470,                  1.682,                 1.3198,                  1.384,                0.68848,                0.70849,                0.78164,                0.46646,                 1.4823,                 1.1714,                 1.4056,             0.00082459,             0.00082459,             0.00082459
                    471,                 1.6303,                 1.2428,                  1.385,                 0.6965,                0.74395,                0.78246,                0.46335,                 1.5052,                 1.1798,                 1.4124,             0.00082441,             0.00082441,             0.00082441
                    472,                 1.6559,                 1.2829,                 1.3834,                0.65783,                0.29987,                0.42645,                 0.2114,                 1.9141,                 1.8723,                 1.6574,             0.00082423,             0.00082423,             0.00082423
                    473,                 1.6619,                 1.2982,                 1.4058,                0.63204,                0.26726,                0.34068,                 0.1707,                 1.9997,                 2.0378,                 1.7279,             0.00082405,             0.00082405,             0.00082405
                    474,                 1.6955,                 1.3003,                 1.4108,                 0.6458,                0.49802,                0.57586,                0.33188,                 1.6703,                  1.508,                 1.5068,             0.00082387,             0.00082387,             0.00082387
                    475,                 1.5245,                 1.2152,                 1.3388,                0.78814,                0.71422,                0.80972,                0.49235,                 1.4626,                 1.1238,                 1.3717,             0.00082369,             0.00082369,             0.00082369
                    476,                 1.5845,                 1.2648,                 1.3839,                0.80995,                0.73129,                0.83744,                0.52165,                 1.3937,                 1.0734,                 1.3453,             0.00082351,             0.00082351,             0.00082351
                    477,                   1.61,                 1.2708,                 1.3793,                0.80773,                0.75887,                0.83651,                0.50443,                 1.4275,                 1.0822,                 1.3611,             0.00082333,             0.00082333,             0.00082333
                    478,                 1.5657,                 1.2322,                 1.3315,                0.53986,                0.59987,                0.61128,                0.32324,                  1.735,                 1.5212,                 1.5264,             0.00082315,             0.00082315,             0.00082315
                    479,                 1.6362,                 1.2741,                 1.3795,                0.48696,                0.49079,                0.54632,                0.29704,                 1.7775,                 1.6842,                 1.5592,             0.00082297,             0.00082297,             0.00082297
                    480,                 1.6085,                 1.2748,                 1.3972,                0.44719,                0.22371,                0.24172,                0.11598,                 2.1718,                 2.5993,                 1.9248,             0.00082279,             0.00082279,             0.00082279
                    481,                 1.6344,                 1.2914,                 1.3602,                0.47338,                0.22135,                0.22136,                0.09891,                 2.2376,                 2.6444,                 2.0249,             0.00082261,             0.00082261,             0.00082261
                    482,                 1.6558,                 1.2824,                 1.3649,                0.55745,                0.30806,                0.38341,                 0.1737,                 2.0284,                 2.0648,                 1.7879,             0.00082243,             0.00082243,             0.00082243
                    483,                 1.6921,                   1.37,                 1.4181,                0.54571,                0.29553,                0.37874,                0.18361,                 2.0867,                 2.1033,                 1.7859,             0.00082225,             0.00082225,             0.00082225
                    484,                 1.6694,                 1.3091,                 1.4005,                0.59655,                0.30971,                0.36831,                0.17426,                 2.0299,                 1.9946,                 1.7333,             0.00082207,             0.00082207,             0.00082207
                    485,                 1.7156,                 1.3315,                 1.4131,                0.65013,                0.41656,                0.52226,                0.25369,                 1.8973,                 1.7259,                 1.6465,             0.00082189,             0.00082189,             0.00082189
                    486,                 1.5598,                 1.3082,                 1.3537,                0.72715,                0.74231,                0.80669,                0.49755,                 1.4467,                 1.1482,                 1.3664,             0.00082171,             0.00082171,             0.00082171
                    487,                 1.6719,                 1.2882,                 1.3864,                0.73812,                0.69092,                0.78416,                0.46216,                 1.5049,                 1.1907,                  1.408,             0.00082153,             0.00082153,             0.00082153
                    488,                 1.6654,                 1.3014,                 1.4329,                0.80769,                0.56578,                0.68509,                0.38606,                 1.6362,                 1.3922,                 1.4518,             0.00082135,             0.00082135,             0.00082135
                    489,                 1.6357,                 1.2686,                 1.3557,                0.73482,                0.73455,                0.78853,                0.45496,                 1.4965,                 1.1709,                 1.3767,             0.00082117,             0.00082117,             0.00082117
                    490,                  1.602,                 1.2857,                 1.3696,                0.64236,                0.71826,                0.75659,                0.41722,                 1.5588,                 1.2292,                 1.4252,             0.00082099,             0.00082099,             0.00082099
                    491,                 1.6089,                 1.2778,                  1.368,                0.63206,                0.69534,                0.72718,                0.39735,                 1.5663,                 1.2691,                  1.442,             0.00082081,             0.00082081,             0.00082081
                    492,                  1.659,                 1.2864,                 1.3791,                0.70331,                0.24952,                0.40356,                0.18066,                 1.9754,                 2.0735,                 1.6912,             0.00082063,             0.00082063,             0.00082063
                    493,                  1.689,                 1.2945,                  1.405,                0.57374,                0.46865,                0.54594,                0.26655,                 1.8746,                 1.7299,                 1.5962,             0.00082045,             0.00082045,             0.00082045
                    494,                 1.6192,                 1.2536,                 1.3316,                0.78535,                0.68317,                0.75131,                0.41248,                 1.6366,                 1.2584,                 1.4727,             0.00082027,             0.00082027,             0.00082027
                    495,                 1.6307,                 1.2821,                 1.3632,                0.75991,                0.47942,                0.55815,                0.28026,                 1.8265,                 1.6529,                 1.5993,             0.00082009,             0.00082009,             0.00082009
                    496,                 1.5995,                 1.2681,                   1.39,                0.56702,                0.17678,                0.15833,                0.07234,                 2.5196,                 2.8045,                 2.1899,             0.00081991,             0.00081991,             0.00081991
                    497,                 1.6877,                  1.334,                 1.3885,                0.50936,                0.22445,                0.25345,                0.11176,                 2.2783,                 2.7224,                 2.0783,             0.00081973,             0.00081973,             0.00081973
                    498,                 1.8183,                 1.4213,                 1.4693,                0.68917,                0.67106,                0.74403,                0.42589,                 1.5515,                  1.332,                 1.4415,             0.00081955,             0.00081955,             0.00081955
                    499,                 1.6817,                 1.3503,                 1.3722,                0.68107,                0.71071,                0.75637,                0.43963,                 1.5322,                 1.2836,                 1.4217,             0.00081937,             0.00081937,             0.00081937
                    500,                 1.6622,                 1.3356,                 1.3806,                0.70726,                0.69551,                0.78299,                0.45083,                  1.505,                 1.1893,                 1.3955,             0.00081919,             0.00081919,             0.00081919
                    501,                 1.6541,                 1.3125,                 1.3811,                0.57414,                0.51331,                0.55228,                0.27263,                 1.7766,                 1.4729,                 1.5635,             0.00081901,             0.00081901,             0.00081901
                    502,                 1.6603,                 1.2821,                 1.3652,                0.65095,                0.23461,                0.26468,                0.12232,                 2.2087,                 2.1724,                 1.8636,             0.00081883,             0.00081883,             0.00081883
                    503,                 1.5885,                 1.2447,                 1.3559,                0.61105,                0.23959,                0.26132,                 0.1261,                 2.1239,                 2.2637,                 1.8204,             0.00081865,             0.00081865,             0.00081865
                    504,                 1.6996,                 1.3392,                 1.3848,                0.74572,                0.14952,                0.19045,                  0.088,                 2.4284,                 2.8745,                 2.1812,             0.00081847,             0.00081847,             0.00081847
                    505,                 1.6805,                 1.2779,                 1.3781,                0.77554,                0.17893,                0.23003,                0.11476,                 2.3006,                 2.7626,                 2.0051,             0.00081829,             0.00081829,             0.00081829
                    506,                 1.5686,                 1.2547,                 1.3661,                0.61203,                0.29079,                0.35974,                0.18204,                  1.945,                 1.9731,                 1.7097,             0.00081811,             0.00081811,             0.00081811
                    507,                 1.5876,                 1.2349,                 1.3066,                0.77278,                0.72166,                0.76264,                0.44039,                 1.5363,                 1.2509,                 1.4452,             0.00081793,             0.00081793,             0.00081793
                    508,                 1.5851,                  1.236,                 1.3375,                0.76623,                 0.7967,                0.84247,                0.53522,                 1.3917,                  1.071,                 1.3503,             0.00081775,             0.00081775,             0.00081775
                    509,                 1.6118,                 1.2463,                  1.313,                0.78498,                0.76488,                0.83678,                0.52279,                 1.4002,                 1.0694,                 1.3338,             0.00081757,             0.00081757,             0.00081757
                    510,                 1.5786,                 1.2375,                 1.3646,                0.78278,                0.70839,                0.80327,                0.47279,                 1.5188,                 1.1294,                 1.3565,             0.00081739,             0.00081739,             0.00081739
                    511,                 1.7176,                 1.2764,                 1.3871,                0.78256,                0.70848,                0.78971,                0.45973,                 1.5378,                  1.165,                 1.3753,             0.00081721,             0.00081721,             0.00081721
                    512,                 1.5312,                 1.1773,                 1.3208,                0.79226,                0.76397,                0.82827,                0.51205,                 1.4391,                 1.0998,                 1.3725,             0.00081703,             0.00081703,             0.00081703
                    513,                 1.5907,                  1.223,                 1.3179,                0.78401,                0.75606,                0.81965,                0.50177,                 1.4594,                 1.1154,                 1.3746,             0.00081685,             0.00081685,             0.00081685
                    514,                 1.5483,                 1.1815,                 1.3418,                0.60754,                0.61144,                 0.6756,                0.36273,                 1.6152,                 1.4258,                 1.4757,             0.00081667,             0.00081667,             0.00081667
                    515,                 1.6061,                 1.2323,                 1.3544,                0.74885,                0.51138,                0.68083,                0.35472,                 1.6264,                 1.4002,                 1.4642,             0.00081649,             0.00081649,             0.00081649
                    516,                 1.5896,                  1.265,                 1.3732,                0.75927,                0.66779,                0.75051,                0.41108,                 1.5735,                   1.22,                 1.3972,             0.00081631,             0.00081631,             0.00081631
                    517,                 1.5279,                 1.1906,                 1.3397,                0.76437,                0.80423,                0.83723,                0.52019,                   1.42,                 1.0495,                 1.3193,             0.00081613,             0.00081613,             0.00081613
                    518,                 1.6198,                 1.2365,                 1.3485,                 0.7317,                 0.7641,                0.79621,                0.44922,                 1.5337,                 1.1075,                 1.3989,             0.00081595,             0.00081595,             0.00081595
                    519,                 1.5709,                 1.2237,                 1.3525,                0.75104,                0.70844,                0.74666,                0.41447,                  1.604,                 1.2078,                  1.444,             0.00081577,             0.00081577,             0.00081577
                    520,                 1.5726,                 1.2332,                 1.3415,                0.80731,                0.78252,                0.84328,                0.51886,                 1.4302,                 1.0596,                 1.3537,             0.00081559,             0.00081559,             0.00081559
                    521,                 1.5661,                 1.1538,                 1.3164,                0.76917,                0.71286,                0.80146,                0.47438,                 1.4947,                 1.1365,                 1.3838,             0.00081541,             0.00081541,             0.00081541
                    522,                 1.5601,                 1.2239,                 1.3702,                0.55138,                0.50007,                0.50517,                0.27771,                 1.8016,                 1.7884,                 1.6465,             0.00081523,             0.00081523,             0.00081523
                    523,                 1.6233,                 1.2194,                 1.3554,                0.65636,                0.61533,                0.66858,                0.37686,                 1.5881,                 1.3775,                 1.4404,             0.00081505,             0.00081505,             0.00081505
                    524,                 1.5827,                 1.1985,                 1.3234,                0.78903,                0.71863,                0.78103,                0.46603,                 1.5277,                 1.1877,                 1.3738,             0.00081487,             0.00081487,             0.00081487
                    525,                 1.5683,                 1.1764,                 1.3069,                0.79049,                0.71635,                0.81143,                0.50205,                 1.4896,                 1.1362,                 1.3456,             0.00081469,             0.00081469,             0.00081469
                    526,                 1.5762,                 1.2655,                 1.3401,                0.79386,                0.76628,                 0.8059,                 0.5115,                 1.4491,                 1.1185,                 1.3466,             0.00081451,             0.00081451,             0.00081451
                    527,                 1.5161,                 1.1983,                 1.3512,                0.80997,                0.75202,                0.80597,                0.51196,                 1.4314,                 1.1257,                 1.3514,             0.00081433,             0.00081433,             0.00081433
                    528,                  1.611,                  1.274,                 1.3347,                0.59408,                0.22654,                0.25032,                0.11985,                 2.2304,                 2.5275,                  1.867,             0.00081415,             0.00081415,             0.00081415
                    529,                  1.612,                 1.2623,                 1.3787,                0.61073,                0.23918,                0.26014,                0.12746,                 2.1437,                 2.2989,                 1.7823,             0.00081397,             0.00081397,             0.00081397
                    530,                 1.6151,                 1.2459,                 1.3736,                0.79861,                0.68292,                0.77113,                0.43006,                 1.5032,                 1.2437,                 1.4288,             0.00081379,             0.00081379,             0.00081379
